Port Security,World Water Body,Railway,Cranes - Floating,Supplies - Provisions,Communications - Telefax,Publication Link,Facilities - Wharves,Harbor Type,Facilities - Ice Mooring,UN/LOCODE,Entrance Restriction - Ice,OID,Supplies - Fuel Oil,Services - Navigation Equipment,Offshore Maximum Vessel Beam (m),Facilities - Liquid Bulk,IHO S-57 Electronic Navigational Chart,Underkeel Clearance Management System,Pilotage - Advisable,Country Code,Region Name,Quarantine - Pratique,Harbor Use,Facilities - Med Mooring,IHO S-130 Sea Area,Facilities - Dangerous Cargo Anchorage,Lifts - 0-24 Tons,Services - Electrical Repair,Offshore Maximum Vessel Length (m),Facilities - Oil Terminal,Tidal Range (m),Vessel Traffic Service,First Port of Entry,Cranes - Fixed,Supplies - Engine,Estimated Time of Arrival Message,Search and Rescue,Entrance Restriction - Tide,Pilotage - Available,Communications - Radiotelephone,NAVAREA,Quarantine - Other,Anchorage Depth (m),Main Port Name,Facilities - Container,Services - Electricity,Pilotage - Local Assistance,Degaussing,Channel Depth (m),Dirty Ballast Disposal,Latitude,Supplies - Potable Water,Traffic Separation Scheme,World Port Index Number,Quarantine - Sanitation,Maximum Vessel Beam (m),Facilities - Beach Mooring,geometry,Communications - Telephone,Shelter Afforded,Oil Terminal Depth (m),Chemical Holding Tank Disposal,Maximum Vessel Draft (m),Supplies - Deck,Cranes Container,US Representative,Facilities - Solid Bulk,Entrance Restriction - Heavy Swell,Communications - Rail,Lifts - 100+ Tons,Alternate Port Name,Facilities - Breakbulk,Facilities - Anchorage,Services - Longshoremen,Sailing Direction or Publication,Facilities - Ro-Ro,Services -Diving,Entrance Restriction - Other,Facilities - Other,Longitude,Repairs,Dry Dock,Digital Nautical Chart,Maximum Vessel Length (m),Offshore Maximum Vessel Draft (m),Supplies - Aviation Fuel,Pilotage - Compulsory,Good Holding Ground,Overhead Limits,Communications - Airport,Tugs - Assistance,Lifts - 50-100 Tons,Supplies - Diesel Oil,Turning Area,Lifts - 25-49 Tons,Harbor Size,Garbage Disposal,Services - Ice Breaking,Facilities - LNG Terminal,Communications - Radio,Services -Steam,Liquified Natural Gas Terminal Depth (m),Cargo Pier Depth (m),Cranes - Mobile,Tugs - Salvage,Medical Facilities,IHO S-101 Electronic Navigational Chart,Standard Nautical Chart,Entrance Width (m)
Unknown,Kattegat; North Atlantic Ocean,Small,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view,Yes,Coastal (Natural),Unknown,DK MRR,No,2353.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,1.0,Unknown,No,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,I,Yes,12.5,Mariager,Unknown,Unknown,Unknown,Unknown,4.9,No,56.65,Yes,Unknown,30350.0,Yes,0.0,Unknown,POINT (9.983333 56.65),Unknown,Excellent,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Unknown,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,Unknown,Unknown,Yes,Unknown,9.983333,Unknown,Unknown,"coa21c, gen21a",0.0,0.0,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,4.9,Unknown,No,Unknown,,,0.0
Unknown,Kattegat; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view,Yes,River (Natural),Unknown,DK HBO,No,2354.0,Unknown,Unknown,0.0,Unknown,,Unknown,Unknown,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,1.0,Unknown,No,Yes,Unknown,Yes,Unknown,No,Yes,Yes,I,Yes,12.5,Hobro,Unknown,Unknown,Unknown,Unknown,4.9,No,56.633333,Yes,Unknown,30360.0,Yes,0.0,Unknown,POINT (9.8 56.633333),Unknown,Excellent,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,Unknown,Unknown,Yes,Unknown,9.8,Limited,Unknown,gen21a,0.0,0.0,Unknown,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,4.9,Unknown,No,Yes,,,0.0
Unknown,Kattegat; North Atlantic Ocean,Small,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view,Unknown,River (Natural),Unknown,DK HAS,No,2355.0,Yes,Unknown,0.0,No,,Unknown,Unknown,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,No,1.0,Unknown,No,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,I,Unknown,9.4,Hals,No,Unknown,Unknown,Unknown,11.0,No,56.983333,Yes,Unknown,30380.0,Unknown,0.0,Unknown,POINT (10.316667 56.983333),Unknown,Good,0.0,Unknown,5.7,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,,Yes,Unknown,Unknown,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,Yes,Unknown,Yes,Unknown,10.316667,Limited,Small,"a2130290, coa21c, gen21a, h2130400",0.0,0.0,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Very Small,Unknown,Unknown,No,Unknown,Unknown,0.0,1.8,Unknown,No,Unknown,,44038.0,0.0
Unknown,North Sea; North Atlantic Ocean,Unknown,Unknown,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view,Yes,River (Natural),Unknown,GB INV,No,2356.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,United Kingdom,Scotland East Coast -- 31870,Unknown,Unknown,Unknown,,Unknown,Yes,Yes,0.0,Unknown,5.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,I,Yes,9.4,Inverness,Unknown,Yes,Unknown,Unknown,1.8,Yes,57.483333,Yes,Unknown,32330.0,Unknown,0.0,Unknown,POINT (-4.233333 57.483333),Yes,Good,1.8,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 141 (Enroute) - Scotland,Unknown,Unknown,Yes,Unknown,-4.233333,Limited,Unknown,gen20b,0.0,0.0,Unknown,Yes,Yes,Yes,Yes,No,Yes,Unknown,Yes,Yes,Small,Yes,Unknown,Unknown,Unknown,Unknown,0.0,4.9,Yes,Unknown,Yes,,,0.0
Unknown,Kattegat; North Atlantic Ocean,Medium,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub193bk.pdf&type=view,Yes,Coastal (Breakwater),Unknown,DK FDH,No,2357.0,Yes,Yes,0.0,Yes,,Unknown,Yes,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Yes,Yes,0.0,No,1.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,I,Yes,11.0,Frederikshavn,No,Yes,Yes,Unknown,7.9,Yes,57.433333,Yes,Unknown,30430.0,Yes,27.4,Unknown,POINT (10.55 57.433333),Yes,Good,7.9,Unknown,14.0,Yes,Unknown,Unknown,Yes,No,Yes,Yes,,Yes,Unknown,Yes,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,Yes,Unknown,Yes,Unknown,10.55,Major,Medium,"a2130430, coa21c, gen21a, h2130430",186.9,0.0,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Small,Yes,Unknown,No,Yes,Unknown,0.0,6.4,Yes,Unknown,Yes,,44039.0,0.0
Unknown,Kattegat; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Unknown,Coastal (Breakwater),Unknown,DK LVG,Unknown,2358.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,I,Yes,3.4,Lemvig,Unknown,Unknown,Unknown,Unknown,1.8,Unknown,56.583333,Yes,Unknown,30480.0,Yes,0.0,Unknown,POINT (8.283333 56.583333),Yes,Good,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,8.283333,Limited,Unknown,"coa21b, gen21a",0.0,0.0,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,3.4,Yes,Unknown,Yes,,,0.0
Unknown,Kattegat; North Atlantic Ocean,Medium,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Unknown,Coastal (Breakwater),Unknown,DK HSB,Unknown,2359.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Denmark,Jylland -- 30020,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,I,Yes,3.4,Holstebro-Stuer,Unknown,Unknown,Unknown,Unknown,3.4,Yes,56.5,Yes,Unknown,30500.0,Yes,0.0,Unknown,POINT (8.583333 56.5),Yes,Good,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,8.583333,Limited,Unknown,"coa21b, gen21a",0.0,0.0,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,3.4,Yes,Unknown,Yes,,,0.0
Unknown,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Unknown,Yes,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,Yes,Coastal (Breakwater),Unknown,GR MJT,No,2360.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Greece,Aegean Islands -- 42640,Yes,Unknown,Yes,,Unknown,Yes,Unknown,160.0,Unknown,0.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,III,Yes,17.1,Mitilini,Unknown,Unknown,Unknown,Unknown,0.0,No,39.1,Yes,Unknown,42760.0,Unknown,0.0,Unknown,POINT (26.566667 39.1),Yes,Fair,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Unknown,Unknown,,Unknown,Yes,Unknown,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,Unknown,Unknown,Yes,Unknown,26.566667,Limited,Unknown,"a0942760, coa09d, gen09",0.0,7.5,Unknown,No,Yes,Unknown,Yes,No,Unknown,Yes,No,Unknown,Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,8.0,Yes,No,Yes,,54382.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,River (Natural),Unknown,DE BRB,No,2361.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,Germany,Germany -- 30650,Yes,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,5.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,No,Yes,Unknown,I,Unknown,11.0,Brunsbuttel Elbahafen,Unknown,No,Unknown,Unknown,12.5,Yes,53.883333,Yes,Unknown,30710.0,Yes,0.0,Unknown,POINT (9.166667 53.883333),Unknown,Fair,14.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,No,Unknown,9.166667,Unknown,Unknown,"a2130710, gen21a, h2130730",0.0,0.0,Unknown,Yes,Unknown,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Very Small,Yes,Unknown,Unknown,Yes,No,0.0,12.5,Yes,Unknown,Yes,,37228.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Canal or Lake,Unknown,DE BRB,Yes,2362.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,Germany,Germany -- 30650,Yes,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,5.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Unknown,11.0,Brunsbuttel Canal Terminals,Unknown,Unknown,Unknown,Unknown,11.0,Yes,53.9,Yes,Unknown,30720.0,Yes,0.0,Unknown,POINT (9.15 53.9),Yes,Excellent,9.4,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,9.15,Unknown,Unknown,"a2130710, gen21a, h2130730",0.0,0.0,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,11.0,Unknown,Unknown,Yes,,37228.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,River (Natural),Unknown,DE NEH,Unknown,2363.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Germany,Germany -- 30650,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,I,Unknown,11.0,Neuhaus,Unknown,Unknown,Unknown,Unknown,3.4,Unknown,53.8,Yes,Unknown,30740.0,Unknown,0.0,Unknown,POINT (9.033333 53.8),Unknown,Fair,0.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,9.033333,Unknown,Unknown,"a2130710, gen21a",0.0,0.0,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,1.8,Unknown,Unknown,Yes,,37228.0,0.0
Unknown,North Sea; North Atlantic Ocean,Medium,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Coastal (Tide Gates),Unknown,DE GLU,No,2364.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Germany,Germany -- 30650,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,3.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Unknown,6.4,Gluckstadt,Unknown,Unknown,Unknown,Unknown,3.4,Yes,53.783333,Yes,Unknown,30760.0,Unknown,0.0,Unknown,POINT (9.416667 53.783333),Unknown,Good,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,9.416667,Unknown,Unknown,a2130710,0.0,0.0,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,0.0,Unknown,Unknown,Unknown,,37228.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Unknown,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Open Roadstead,Unknown,DE BUZ,Unknown,2365.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Germany,Germany -- 30650,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,3.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,I,Unknown,6.4,Butzfleth,Unknown,Unknown,Unknown,Unknown,12.5,Unknown,53.65,Yes,Unknown,30785.0,Yes,0.0,Unknown,POINT (9.516667 53.65),Yes,Good,9.4,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,9.516667,Limited,Unknown,"a2130766, h2130766",0.0,0.0,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,14.0,Unknown,Unknown,Yes,,37229.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Yes,Unknown,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,River (Basins),Unknown,NL EEM,Yes,2366.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Netherlands,Netherlands -- 30980,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,I,Unknown,9.4,Eemshaven,Unknown,Unknown,Unknown,Yes,7.9,Yes,53.45,Yes,Unknown,30985.0,Yes,0.0,Unknown,POINT (6.833333 53.45),Yes,Fair,7.9,Unknown,0.0,Unknown,Unknown,No,Unknown,Unknown,Yes,Unknown,,Unknown,Yes,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,6.833333,Limited,Medium,"a2130950, coa21b, gen21a, h2130985",0.0,0.0,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,11.0,Yes,Unknown,Unknown,,37222.0,0.0
Unknown,North Sea; North Atlantic Ocean,Medium,Yes,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Canal or Lake,Unknown,NL EUR,No,2367.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Netherlands,Netherlands -- 30980,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,1.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,I,Yes,11.0,Europoort,Unknown,Unknown,Unknown,Unknown,20.1,No,51.95,Yes,Unknown,31085.0,Yes,0.0,Unknown,POINT (4.116667 51.95),Unknown,Good,12.5,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,,Unknown,Yes,Unknown,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,4.116667,Unknown,Unknown,"a2131140, coa21a, gen21a, h2131085",0.0,0.0,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Medium,Unknown,Unknown,Unknown,Yes,Unknown,0.0,11.0,Yes,Unknown,Unknown,,37242.0,0.0
Unknown,North Sea; North Atlantic Ocean,Medium,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Canal or Lake,Unknown,NL MSL,No,2368.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,Netherlands,Netherlands -- 30980,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,5.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,No,Yes,Yes,I,Yes,11.0,Maassluis,Unknown,Unknown,Unknown,Unknown,12.5,No,51.916667,Yes,Unknown,31100.0,Yes,0.0,Unknown,POINT (4.25 51.916667),Unknown,Good,20.1,Unknown,0.0,Unknown,Unknown,Yes,Unknown,No,Yes,Unknown,Massluis,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,4.25,Limited,Unknown,"a2131140, coa21a, gen21a, h2131085",0.0,0.0,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Very Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,4.9,Unknown,Unknown,Unknown,,37242.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Coastal (Natural),Unknown,GB IOG,Unknown,2369.0,Yes,Unknown,0.0,Unknown,,Unknown,Unknown,United Kingdom,England East Coast -- 31330,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,4.0,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Yes,14.0,Isle Of Grain,Unknown,Unknown,Unknown,Unknown,11.0,Yes,51.433333,Yes,Unknown,31375.0,Yes,0.0,Unknown,POINT (0.7 51.433333),Yes,Fair,12.5,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,0.7,Limited,Unknown,"gen20b, h2031390",0.0,0.0,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,12.5,Yes,Unknown,Yes,,37030.0,0.0
Unknown,North Sea; North Atlantic Ocean,Medium,Yes,Yes,Yes,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,River (Basins),No,GB LON,No,2370.0,Yes,Yes,0.0,Unknown,,Unknown,Yes,United Kingdom,England East Coast -- 31330,Unknown,Unknown,No,,Unknown,Yes,Yes,0.0,Unknown,6.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Yes,14.0,London,Unknown,Unknown,Unknown,Unknown,7.9,Yes,51.5,Yes,Unknown,31470.0,Yes,0.0,No,POINT (-0.083333 51.5),Yes,Excellent,9.4,Unknown,0.0,Yes,Unknown,Yes,Unknown,No,Yes,Yes,,Unknown,Yes,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,-0.0833329999999,Major,Medium,"gen20b, h2031470",0.0,0.0,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Large,Yes,Unknown,Unknown,Yes,Yes,0.0,3.4,Yes,No,Yes,,37037.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Yes,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,River (Tide Gates),Unknown,GB BOS,No,2371.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,United Kingdom,England East Coast -- 31330,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,5.0,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Yes,7.9,Boston,Unknown,Unknown,Yes,Unknown,4.9,No,52.966667,Yes,Unknown,31630.0,Yes,0.0,Unknown,POINT (-0.016667 52.966667),Unknown,Poor,0.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Yes,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,-0.0166669999999,Limited,Unknown,"coa20d, gen20b",0.0,0.0,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,4.9,Yes,Unknown,Yes,,37059.0,0.0
Unknown,North Sea; North Atlantic Ocean,Unknown,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Yes,Coastal (Breakwater),Unknown,GB GRN,No,2372.0,Yes,Unknown,0.0,Unknown,,Unknown,Yes,United Kingdom,Scotland East Coast -- 31870,Unknown,Unknown,Unknown,,Unknown,Yes,Unknown,0.0,Unknown,3.0,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,I,Yes,9.4,Granton,Unknown,Unknown,Unknown,Unknown,9.4,Yes,55.983333,Yes,Unknown,31940.0,Yes,0.0,Unknown,POINT (-3.216667 55.983333),Unknown,Good,11.0,Unknown,0.0,Unknown,Unknown,No,Unknown,No,Yes,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,-3.216667,Limited,Small,"a2031980, gen20b, h2031980",0.0,0.0,Unknown,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Very Small,Unknown,Unknown,Unknown,Yes,Unknown,0.0,4.9,Yes,Unknown,Yes,,35048.0,0.0
Unknown,North Sea; North Atlantic Ocean,Small,Unknown,Unknown,Unknown,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub192bk.pdf&type=view,Unknown,Open Roadstead,Unknown,GB BFB,Unknown,2373.0,Unknown,Unknown,0.0,Unknown,,Unknown,Unknown,United Kingdom,Scotland East Coast -- 31870,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,0.0,Unknown,4.0,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,I,Unknown,0.0,Braefoot Bay Terminal,Unknown,Unknown,Unknown,Unknown,9.4,No,56.033333,Yes,Unknown,31945.0,Yes,0.0,Unknown,POINT (-3.316667 56.033333),Yes,Fair,11.0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,Sailing Directions Pub. 192 (Enroute) - North Sea,Unknown,Unknown,Yes,Unknown,-3.316667,Unknown,Unknown,"gen20b, h2031980",0.0,0.0,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Small,Yes,Unknown,Unknown,Yes,Unknown,0.0,0.0,Unknown,Unknown,Yes,,35048.0,0.0
