Port Security;World Water Body;Railway;Cranes - Floating;Supplies - Provisions;Communications - Telefax;Publication Link;Facilities - Wharves;Harbor Type;Facilities - Ice Mooring;UN/LOCODE;Entrance Restriction - Ice;OID;Supplies - Fuel Oil;Services - Navigation Equipment;Offshore Maximum Vessel Beam (m);Facilities - Liquid Bulk;IHO S-57 Electronic Navigational Chart;Underkeel Clearance Management System;Pilotage - Advisable;Country Code;Region Name;Quarantine - Pratique;Harbor Use;Facilities - Med Mooring;IHO S-130 Sea Area;Facilities - Dangerous Cargo Anchorage;Lifts - 0-24 Tons;Services - Electrical Repair;Offshore Maximum Vessel Length (m);Facilities - Oil Terminal;Tidal Range (m);Vessel Traffic Service;First Port of Entry;Cranes - Fixed;Supplies - Engine;Estimated Time of Arrival Message;Search and Rescue;Entrance Restriction - Tide;Pilotage - Available;Communications - Radiotelephone;NAVAREA;Quarantine - Other;Anchorage Depth (m);Main Port Name;Facilities - Container;Services - Electricity;Pilotage - Local Assistance;Degaussing;Channel Depth (m);Dirty Ballast Disposal;Latitude;Supplies - Potable Water;Traffic Separation Scheme;World Port Index Number;Quarantine - Sanitation;Maximum Vessel Beam (m);Facilities - Beach Mooring;Communications - Telephone;Shelter Afforded;Oil Terminal Depth (m);Chemical Holding Tank Disposal;Maximum Vessel Draft (m);Supplies - Deck;Cranes Container;US Representative;Facilities - Solid Bulk;Entrance Restriction - Heavy Swell;Communications - Rail;Lifts - 100+ Tons;Alternate Port Name;Facilities - Breakbulk;Facilities - Anchorage;Services - Longshoremen;Sailing Direction or Publication;Facilities - Ro-Ro;Services -Diving;Entrance Restriction - Other;Facilities - Other;Longitude;Repairs;Dry Dock;Digital Nautical Chart;Maximum Vessel Length (m);Offshore Maximum Vessel Draft (m);Supplies - Aviation Fuel;Pilotage - Compulsory;Good Holding Ground;Overhead Limits;Communications - Airport;Tugs - Assistance;Lifts - 50-100 Tons;Supplies - Diesel Oil;Turning Area;Lifts - 25-49 Tons;Harbor Size;Garbage Disposal;Services - Ice Breaking;Facilities - LNG Terminal;Communications - Radio;Services -Steam;Liquified Natural Gas Terminal Depth (m);Cargo Pier Depth (m);Cranes - Mobile;Tugs - Salvage;Medical Facilities;IHO S-101 Electronic Navigational Chart;Standard Nautical Chart;Entrance Width (m);Position
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Natural);Unknown;HRZAD;No;1037.0;No;Unknown;0.0;Unknown;;Unknown;Unknown;Croatia;Croatia -- 40877;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Unknown;Yes;Yes;Unknown;No;Yes;Yes;III;Unknown;15.5;Zadar;Unknown;Unknown;Unknown;Unknown;7.9;Yes;44.116667;Yes;Unknown;41220.0;Yes;0.0;Unknown;Unknown;Good;7.9;Unknown;0.0;Yes;Unknown;No;Unknown;No;Yes;Unknown;Zara;Unknown;Unknown;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;15.216667;Limited;Small;a0941010, coa09c, gen09, h0941220;0.0;0.0;Unknown;Yes;Unknown;No;Yes;Yes;Yes;Unknown;Yes;Yes;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;6.4;Yes;Yes;Yes;;54180.0;0.0;44.116667,15.216667,0.000001
Unknown;"Gulf of Lion; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;FRPOV;No;1039.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;France;France South Coast -- 38710;Yes;Unknown;Yes;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;23.2;Port-Vendres;Unknown;Unknown;Unknown;Unknown;7.9;No;42.516667;Yes;Unknown;38720.0;Yes;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Yes;Yes;Unknown;Vendres;Unknown;Yes;Unknown;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;No;Unknown;3.116667;Limited;Small;coa08j, gen08a, h0838720;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;No;Yes;Yes;Unknown;Yes;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;7.9;Yes;No;Unknown;;53060.0;0.0;42.516667,3.116667,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESPAL;No;1040.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Spain;Spain SE Coast -- 38340;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Yes;Unknown;III;Unknown;17.1;Palamos;Unknown;Unknown;Unknown;Unknown;18.6;No;41.833333;Yes;Unknown;38580.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;3.116667;Limited;Unknown;a0838580, coa08j, gen08a, h0838580;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;17.1;Yes;No;Yes;;52120, 53060;0.0;41.833333,3.116667,0.000001
Unknown;"Bay of Biscay; North Atlantic Ocean";Unknown;Yes;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESBIO;No;1041.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;Spain;Spain N Coast -- 37270;Yes;Unknown;Unknown;;Unknown;Yes;Yes;0.0;Unknown;9.0;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Yes;II;Unknown;23.2;Puerto De Bilbao;Unknown;Unknown;Unknown;Unknown;6.4;Yes;43.35;Yes;Unknown;37400.0;Yes;0.0;Unknown;Yes;Excellent;23.2;Unknown;0.0;Yes;Unknown;Yes;Unknown;No;Yes;Yes;;Unknown;Unknown;Yes;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;No;Unknown;-3.05;Major;Small;a0837400, coa08c, gen08b, h0837400;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Medium;Yes;Unknown;Unknown;Yes;Unknown;0.0;20.1;Yes;Yes;Yes;;37032.0;0.0;43.350000,-3.050000,0.000001
Unknown;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean";Small;Yes;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GRVOL;No;1042.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Greece;Greece East Coast -- 42010;Yes;Unknown;Yes;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Yes;III;Unknown;21.6;Volos;Unknown;Unknown;Unknown;Unknown;9.4;Yes;39.366667;Yes;Unknown;42470.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Yes;Unknown;No;Unknown;No;Yes;Yes;;Unknown;Unknown;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;22.95;Limited;Unknown;coa09d, gen09;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Medium;Yes;Unknown;Unknown;Yes;Unknown;0.0;11.0;Yes;Unknown;Yes;;54340, 54360;0.0;39.366667,22.950000,0.000001
Unknown;"English Channel; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Unknown;River (Natural);Unknown;FRTRE;No;1043.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;France;France NW Coast Cont -- 36060;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;12.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;11.0;Treguier;Unknown;Yes;Yes;Unknown;3.4;Yes;48.783333;Yes;Unknown;36300.0;Yes;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;-3.233333;Limited;Unknown;a2036130, coa20b, gen20b;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;No;Unknown;Yes;Unknown;Yes;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;15.5;Yes;No;Yes;;37330.0;0.0;48.783333,-3.233333,0.000001
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;HRROV;Unknown;1047.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Croatia;Croatia -- 40877;Yes;Unknown;Yes;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Yes;III;Yes;14.0;Rovinj;Unknown;Unknown;Unknown;Unknown;4.9;Unknown;45.083333;Yes;Unknown;40940.0;Yes;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Unknown;Yes;Unknown;Rovigno Distria;Unknown;Unknown;Unknown;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;13.633333;;Unknown;a0941010, coa09c, gen09;0.0;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;Unknown;Yes;;54169.0;0.0;45.083333,13.633333,0.000001
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Natural);Unknown;ALVOA;Unknown;1048.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Albania;Albania -- 41650;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;III;Unknown;23.2;Vlores;Unknown;Unknown;Unknown;Unknown;7.9;No;40.466667;Yes;Unknown;41690.0;Unknown;0.0;Unknown;Unknown;Fair;11.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;19.5;;Unknown;coa09c, gen09, h0941690;0.0;0.0;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;No;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;7.9;Yes;Unknown;Yes;;54265.0;0.0;40.466667,19.500000,0.000001
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Medium;Yes;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;HRSPU;No;1049.0;Unknown;Yes;0.0;Unknown;;Unknown;Unknown;Croatia;Croatia -- 40877;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Yes;III;Unknown;11.0;Split;Unknown;No;Unknown;Unknown;12.5;Yes;43.5;Yes;Unknown;41320.0;Yes;0.0;Unknown;Unknown;Good;6.4;Unknown;0.0;Yes;Unknown;No;Unknown;No;Yes;Yes;;Unknown;Unknown;Unknown;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;16.433333;Moderate;Small;a0941320, coa09c, gen09, h0941320;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Unknown;Large;Yes;Unknown;Unknown;Yes;Unknown;0.0;6.4;Yes;Yes;Yes;;54224.0;0.0;43.500000,16.433333,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;FRSTP;Unknown;1050.0;No;Unknown;0.0;Unknown;;Unknown;No;France;France South Coast -- 38710;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;No;Yes;Unknown;Unknown;Unknown;Unknown;III;Unknown;12.5;Saint-Tropez;Unknown;Yes;Unknown;Unknown;4.9;Unknown;43.266667;Yes;Unknown;38920.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;No;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;6.633333;Unknown;Unknown;a0838920, coa08j, gen08a, h0838920;0.0;0.0;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Unknown;Unknown;0.0;4.9;Unknown;Unknown;Yes;;53060, 53100;0.0;43.266667,6.633333,0.000001
Unknown;"Aegean Sea; Mediterranean Sea; North Atlantic Ocean";Medium;Yes;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Natural);Unknown;GRSKG;No;1052.0;No;Yes;0.0;Unknown;;Unknown;Yes;Greece;Greece East Coast -- 42010;Yes;Unknown;Yes;;Unknown;Yes;Yes;0.0;Unknown;1.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Yes;III;Unknown;20.1;Thessaloniki;Unknown;Yes;Unknown;Unknown;0.0;Yes;40.633333;Unknown;Unknown;42530.0;Unknown;0.0;Unknown;Yes;Good;17.1;Unknown;0.0;Yes;Unknown;Yes;Unknown;No;Yes;Yes;;Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;22.933333;Limited;Medium;a0942530, coa09d, gen09, h0942530;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;No;Unknown;Yes;Medium;Yes;Unknown;Unknown;Yes;Yes;0.0;11.3;Yes;No;Yes;;54359.0;0.0;40.633333,22.933333,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;GRRHO;No;1054.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Greece;Dhodhekanisos -- 43180;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;III;Unknown;15.5;Rodhos;Unknown;Unknown;Unknown;Unknown;9.4;No;36.45;Yes;Unknown;43210.0;Yes;0.0;Unknown;Unknown;Fair;4.9;Unknown;0.0;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;"Rhodes; Rodi";Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;28.233333;Limited;Unknown;a1043210, coa10c, gen10b, h1043210;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;11.0;Yes;Unknown;Yes;;54417.0;0.0;36.450000,28.233333,0.000001
Unknown;"Mediterranean Sea; North Atlantic Ocean";Medium;Yes;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESPMI;No;1056.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;Spain;Islas Baleares -- 38600;Unknown;Unknown;Unknown;;Unknown;Yes;Yes;0.0;Unknown;1.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Yes;Yes;III;Yes;14.0;Palma De Mallorca;Unknown;Unknown;Yes;Unknown;9.4;Yes;39.566667;Yes;Unknown;38630.0;Unknown;0.0;Unknown;Yes;Fair;15.5;Unknown;0.0;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;No;Unknown;2.633333;Limited;Small;a0838630, coa08i, gen08a, h0838630;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Medium;Yes;Unknown;Unknown;Yes;Unknown;0.0;18.6;Yes;Unknown;Yes;;52145.0;0.0;39.566667,2.633333,0.000001
Unknown;"Ionian Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;GRPVK;No;1057.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Greece;Greece West Coast -- 41710;Yes;Unknown;Yes;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;III;Unknown;11.0;Preveza;Unknown;Unknown;Unknown;Unknown;7.9;No;38.95;Yes;Unknown;41730.0;Yes;0.0;Unknown;Unknown;Fair;4.9;Unknown;0.0;Yes;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Yes;Yes;Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean;Unknown;Unknown;Yes;Unknown;20.75;Limited;Medium;a0941730, coa09d, gen09;0.0;0.0;Unknown;No;No;No;Yes;Yes;Unknown;Yes;Yes;Yes;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;4.9;Unknown;No;Yes;;54280.0;0.0;38.950000,20.750000,0.000001
Unknown;"Adriatic Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ITVSO;No;1058.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Italy;Italy East Coast -- 40390;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;No;Yes;Yes;III;Unknown;23.2;Vasto;Unknown;Unknown;Unknown;Unknown;4.9;Unknown;42.116667;Yes;Unknown;40615.0;Unknown;0.0;Unknown;Yes;Fair;6.4;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;14.716667;Unknown;Unknown;coa09c, gen09;0.0;0.0;Unknown;Yes;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Very Small;No;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;Unknown;Yes;;54105.0;0.0;42.116667,14.716667,0.000001
Unknown;"Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Natural);Unknown;FRPVO;Unknown;1063.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;France;Corse -- 39040;Yes;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Unknown;Yes;Unknown;III;Unknown;20.1;Porto Vecchio;Unknown;Unknown;Yes;Unknown;4.9;Unknown;41.583333;Yes;Unknown;39070.0;Yes;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;9.283333;Unknown;Unknown;a0839070, coa08k, gen08a, h0839070;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;No;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;7.9;Unknown;No;Yes;;53120, 53130;0.0;41.583333,9.283333,0.000001
Unknown;"Bay of Biscay; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;ESSCI;Unknown;1065.0;Unknown;Yes;0.0;Unknown;;Unknown;Unknown;Spain;Spain N Coast -- 37270;Unknown;Unknown;Unknown;;Unknown;Yes;No;0.0;Unknown;4.0;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Yes;II;Unknown;12.5;San Ciprian;Unknown;Yes;Unknown;Unknown;17.1;No;43.7;Yes;Unknown;37690.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;;Unknown;Unknown;No;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;Yes;Unknown;-7.433333;Emergency Only;Unknown;coa08c, gen08b;0.0;0.0;Unknown;Yes;Unknown;Yes;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Yes;No;0.0;12.5;Yes;Unknown;Yes;;37033.0;0.0;43.700000,-7.433333,0.000001
Unknown;"Balearic Sea; Mediterranean Sea; North Atlantic Ocean";Medium;Yes;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESTAR;No;1066.0;Yes;Yes;0.0;Unknown;;Unknown;Unknown;Spain;Spain SE Coast -- 38340;Unknown;Unknown;Unknown;;Unknown;Yes;Yes;0.0;Unknown;1.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Unknown;III;Yes;23.2;Tarragona;Unknown;Yes;Unknown;Unknown;20.1;Yes;41.1;Yes;Unknown;38540.0;Unknown;0.0;Unknown;Yes;Fair;23.2;Unknown;0.0;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;1.233333;Limited;Unknown;a0838540, coa08i, gen08b, h0838540;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Large;Yes;Unknown;Unknown;Yes;Yes;0.0;20.1;Yes;Unknown;Yes;;52118.0;0.0;41.100000,1.233333,0.000001
Unknown;"Balearic Sea; Mediterranean Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESALD;No;1067.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;Spain;Islas Baleares -- 38600;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Yes;Unknown;Yes;Unknown;No;Yes;Unknown;III;Unknown;12.5;Puerto De Alcudia;Unknown;Unknown;Unknown;Unknown;6.4;Yes;39.833333;Yes;Unknown;38670.0;Unknown;0.0;Unknown;Yes;Fair;6.4;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;El Puerto;Unknown;Unknown;Yes;Sailing Directions Pub. 131 (Enroute) - Western Mediterranean;Unknown;Unknown;Yes;Unknown;3.133333;Limited;Unknown;a0838660, coa08i, gen08a, h0838670;0.0;0.0;Unknown;Yes;Yes;No;Yes;Yes;Unknown;Yes;No;Yes;Very Small;No;Unknown;Unknown;Yes;Unknown;0.0;6.4;Unknown;Unknown;Yes;;52140.0;0.0;39.833333,3.133333,0.000001
Unknown;"English Channel; North Atlantic Ocean";Medium;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Yes;Coastal (Tide Gates);Unknown;FRSML;Yes;1068.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;France;France NW Coast Cont -- 36060;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;13.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Unknown;I;Unknown;21.6;Saint-Malo;Unknown;Yes;Unknown;Unknown;3.4;Yes;48.65;Yes;Unknown;36130.0;Yes;0.0;Unknown;Yes;Good;7.9;Unknown;0.0;Yes;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;-2.016667;Major;Small;a2036130, coa20b, gen20b;0.0;0.0;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Yes;Unknown;Unknown;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;7.9;Yes;No;Yes;;37080.0;0.0;48.650000,-2.016667,0.000001
Unknown;North Atlantic Ocean;Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ESVGO;No;1069.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Spain;Spain N Coast -- 37270;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;3.0;Unknown;Yes;Yes;Yes;Yes;Unknown;No;Yes;Unknown;II;Yes;23.2;Vigo;Unknown;Unknown;Unknown;Unknown;23.2;Yes;42.233333;Yes;Unknown;37900.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Yes;Unknown;Yes;Unknown;No;Yes;Yes;Berbes Basin;Unknown;Unknown;Yes;Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa;Unknown;Unknown;No;Unknown;-8.716667;Major;Medium;a0837900, coa08d, gen08b, h0837900;0.0;0.0;Unknown;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Medium;Yes;Unknown;Unknown;Yes;Unknown;0.0;17.1;Yes;Unknown;Yes;;51104.0;0.0;42.233333,-8.716667,0.000001
