Port Security;World Water Body;Railway;Cranes - Floating;Supplies - Provisions;Communications - Telefax;Publication Link;Facilities - Wharves;Harbor Type;Facilities - Ice Mooring;UN/LOCODE;Entrance Restriction - Ice;OID;Supplies - Fuel Oil;Services - Navigation Equipment;Offshore Maximum Vessel Beam (m);Facilities - Liquid Bulk;IHO S-57 Electronic Navigational Chart;Underkeel Clearance Management System;Pilotage - Advisable;Country Code;Region Name;Quarantine - Pratique;Harbor Use;Facilities - Med Mooring;IHO S-130 Sea Area;Facilities - Dangerous Cargo Anchorage;Lifts - 0-24 Tons;Services - Electrical Repair;Offshore Maximum Vessel Length (m);Facilities - Oil Terminal;Tidal Range (m);Vessel Traffic Service;First Port of Entry;Cranes - Fixed;Supplies - Engine;Estimated Time of Arrival Message;Search and Rescue;Entrance Restriction - Tide;Pilotage - Available;Communications - Radiotelephone;NAVAREA;Quarantine - Other;Anchorage Depth (m);Main Port Name;Facilities - Container;Services - Electricity;Pilotage - Local Assistance;Degaussing;Channel Depth (m);Dirty Ballast Disposal;Latitude;Supplies - Potable Water;Traffic Separation Scheme;World Port Index Number;Quarantine - Sanitation;Maximum Vessel Beam (m);Facilities - Beach Mooring;Communications - Telephone;Shelter Afforded;Oil Terminal Depth (m);Chemical Holding Tank Disposal;Maximum Vessel Draft (m);Supplies - Deck;Cranes Container;US Representative;Facilities - Solid Bulk;Entrance Restriction - Heavy Swell;Communications - Rail;Lifts - 100+ Tons;Alternate Port Name;Facilities - Breakbulk;Facilities - Anchorage;Services - Longshoremen;Sailing Direction or Publication;Facilities - Ro-Ro;Services -Diving;Entrance Restriction - Other;Facilities - Other;Longitude;Repairs;Dry Dock;Digital Nautical Chart;Maximum Vessel Length (m);Offshore Maximum Vessel Draft (m);Supplies - Aviation Fuel;Pilotage - Compulsory;Good Holding Ground;Overhead Limits;Communications - Airport;Tugs - Assistance;Lifts - 50-100 Tons;Supplies - Diesel Oil;Turning Area;Lifts - 25-49 Tons;Harbor Size;Garbage Disposal;Services - Ice Breaking;Facilities - LNG Terminal;Communications - Radio;Services -Steam;Liquified Natural Gas Terminal Depth (m);Cargo Pier Depth (m);Cranes - Mobile;Tugs - Salvage;Medical Facilities;IHO S-101 Electronic Navigational Chart;Standard Nautical Chart;Entrance Width (m);Position
Unknown;"Bristol Channel; North Atlantic Ocean";Unknown;Yes;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;Canal or Lake;Unknown;GBSSS;No;3453.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;United Kingdom;England SW Coast -- 35030;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;5.0;Unknown;Unknown;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;6.4;Sharpness;Unknown;Unknown;Yes;Unknown;1.8;Yes;51.716667;Yes;Unknown;35040.0;Unknown;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;Yes;Unknown;No;Unknown;Yes;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-2.483333;Moderate;Small;gen20b;0.0;0.0;Unknown;Yes;Yes;Yes;Unknown;No;Unknown;Yes;Yes;Unknown;Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;6.4;Yes;No;Yes;;;0.0;51.716667,-2.483333,0.000001
Unknown;"Gulf of Finland; Baltic Sea; North Atlantic Ocean";Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;Yes;Coastal (Natural);Unknown;EEOSM;Yes;3454.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Estonia;Estonia -- 28420;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;I;Unknown;12.5;Osmussaar;Unknown;Unknown;Unknown;Unknown;3.4;No;59.3;Unknown;Unknown;28510.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Odensholm;Unknown;Unknown;Unknown;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;Unknown;Unknown;Unknown;Unknown;23.366667;Emergency Only;Unknown;coa22v, gen22d;0.0;0.0;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;3.4;Unknown;Unknown;Unknown;;44320, 44340;0.0;59.300000,23.366667,0.000001
Unknown;"Black Sea; North Atlantic Ocean";Small;Unknown;Yes;Unknown;https://msi.geo.nga.mil/Publications/SDEnroute;Yes;Coastal (Natural);Unknown;UASVP;Yes;3459.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Ukraine;Ukraine -- 43620;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;1.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Yes;Unknown;III;Unknown;17.1;Sevastopol;Unknown;Unknown;Unknown;Unknown;7.9;Yes;44.616667;Yes;Unknown;43760.0;Yes;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;Syevastopol;Unknown;Unknown;Yes;Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office);Unknown;Unknown;Yes;Unknown;33.533333;Major;Large;a1043760, coa10b, gen10b, h1043760;0.0;0.0;Unknown;Yes;Yes;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Large;Yes;Unknown;Unknown;Yes;Unknown;0.0;7.9;Unknown;Unknown;Yes;;55102.0;0.0;44.616667,33.533333,0.000001
Unknown;"English Channel; North Atlantic Ocean";Medium;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Unknown;Coastal (Breakwater);Unknown;FRROS;No;3462.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;France;France NW Coast Cont -- 36060;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;9.0;Unknown;Yes;Unknown;Unknown;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;14.0;Port De Roscoff-Bloscon;Unknown;Unknown;Unknown;Unknown;4.9;No;48.733333;Yes;Unknown;36370.0;Unknown;0.0;Unknown;Yes;Poor;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Yes;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;-3.983333;Limited;Unknown;a2036130, coa20b, gen20b;0.0;0.0;Unknown;Yes;Yes;Yes;Unknown;No;Yes;Yes;Unknown;Yes;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;6.4;Yes;No;Yes;;37330.0;0.0;48.733333,-3.983333,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub142bk.pdf&type=view;Yes;River (Basins);Unknown;IESLI;No;3463.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Ireland;Ireland -- 33840;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;2.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Yes;Yes;Yes;I;Yes;11.0;Sligo;Unknown;Unknown;Unknown;Unknown;1.8;No;54.266667;Yes;Unknown;33950.0;Unknown;0.0;Unknown;Yes;Excellent;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England;Unknown;Unknown;Yes;Unknown;-8.466667;Limited;Unknown;coa19f, gen19a;0.0;0.0;Unknown;Yes;Unknown;No;Yes;Yes;Unknown;Yes;Unknown;Unknown;Very Small;Yes;Unknown;Unknown;Yes;Unknown;0.0;3.4;Yes;No;Yes;;35128.0;0.0;54.266667,-8.466667,0.000001
Unknown;"North Sea; North Atlantic Ocean";Small;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub182bk.pdf&type=view;Yes;Coastal (Natural);Unknown;;No;3465.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;Norway;Norway -- 20620;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;No;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;I;Unknown;9.4;Sagvag;Unknown;Unknown;Yes;Unknown;7.9;No;59.771666667;Yes;Unknown;23330.0;Unknown;0.0;Unknown;Yes;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 182 (Enroute) - North and West Coasts of Norway;Unknown;Unknown;Yes;Unknown;5.378888889;Limited;Unknown;a2123330, coa21f, gen21a;0.0;0.0;Unknown;Unknown;Unknown;No;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;11.0;Unknown;Unknown;Unknown;;;0.0;59.771667,5.378889,0.000001
Unknown;North Atlantic Ocean;Small;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub141bk.pdf&type=view;Unknown;River (Natural);Unknown;;No;3466.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;United Kingdom;Scotland West Coast -- 32790;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;3.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;No;Yes;Unknown;I;Unknown;0.0;Rothesay Dock;Unknown;Unknown;Unknown;Unknown;6.4;No;55.9;Unknown;Unknown;33470.0;Unknown;0.0;Unknown;Unknown;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 141 (Enroute) - Scotland;Unknown;Unknown;Yes;Unknown;-4.4;Emergency Only;Unknown;gen20b, h2033490;0.0;0.0;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;4.9;Unknown;Unknown;Unknown;;36019.0;0.0;55.900000,-4.400000,0.000001
Unknown;"English Channel; North Atlantic Ocean";Large;Yes;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub191bk.pdf&type=view;Yes;River (Natural);Unknown;FRURO;No;3467.0;Yes;Yes;0.0;Unknown;;Unknown;Yes;France;France NW Coast -- 35720;Yes;Unknown;Yes;;Unknown;Yes;Yes;0.0;Unknown;3.0;Unknown;Yes;Yes;Yes;Yes;Unknown;Yes;Yes;Unknown;I;Unknown;12.5;Port Of Rouen;Unknown;Unknown;Unknown;Unknown;9.4;Yes;49.45;Yes;Unknown;35850.0;Yes;0.0;Unknown;Unknown;Excellent;11.0;Unknown;0.0;Yes;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Unknown;Yes;Sailing Directions Pub. 191 (Enroute) - English Channel;Unknown;Unknown;Yes;Unknown;1.066667;Major;Small;gen20b, h2035850;0.0;0.0;Unknown;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Large;Yes;Unknown;Unknown;Yes;Unknown;0.0;11.0;Yes;No;Yes;;;0.0;49.450000,1.066667,0.000001
Unknown;"Baltic Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;Yes;Coastal (Tide Gates);Unknown;SESIM;Yes;3469.0;Yes;Unknown;0.0;No;;Unknown;Unknown;Sweden;Sweden -- 23860;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;No;0.0;Unknown;No;Unknown;Unknown;Yes;Unknown;No;Yes;Unknown;I;Unknown;14.0;Simrishamn;No;Unknown;Unknown;Unknown;4.9;No;55.558333333;Yes;Unknown;24280.0;Yes;0.0;Unknown;Unknown;Fair;0.0;Unknown;5.0;Unknown;Unknown;No;No;Yes;Unknown;Unknown;;Yes;Yes;Unknown;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);No;Unknown;Yes;Unknown;14.358055556;Limited;Unknown;a2229110, coa22p, gen22e;0.0;0.0;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Small;Unknown;Unknown;No;Yes;Unknown;0.0;4.9;Yes;Unknown;Yes;;44120.0;0.0;55.558333,14.358056,0.000001
Unknown;"Baltic Sea; North Atlantic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;Yes;Coastal (Natural);Unknown;SEVER;No;3471.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Sweden;Sweden Cont -- 24975;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;No;Yes;Unknown;Yes;Unknown;No;Unknown;Unknown;I;Unknown;23.2;Verkeback;Unknown;Unknown;Yes;Unknown;6.4;No;57.733333;Yes;Unknown;25050.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Yes;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);Unknown;Unknown;Yes;Unknown;16.533333;Unknown;Unknown;coa22k, gen22e;0.0;0.0;Unknown;Yes;Unknown;Yes;Unknown;No;Unknown;Unknown;No;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;1.8;Unknown;No;Unknown;;44160.0;0.0;57.733333,16.533333,0.000001
Yes;North Atlantic Ocean;Large;Yes;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub181bk.pdf&type=view;Yes;Coastal (Breakwater);Unknown;ISREY;No;3477.0;Yes;Yes;0.0;Yes;;Unknown;Yes;Iceland;Iceland  West Coast -- 60;Yes;Cargo;Unknown;;Unknown;Yes;Yes;0.0;Unknown;4.5;Unknown;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;I;Unknown;11.0;Reykjavik;Yes;Yes;Unknown;Unknown;6.5;Yes;64.15;Yes;Unknown;100.0;Yes;0.0;Unknown;Yes;Good;12.5;Unknown;13.0;Yes;Unknown;Yes;Yes;No;Unknown;Yes;"Akranes; Grundartangi";Unknown;Yes;Yes;Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland;Yes;Unknown;Yes;Yes;-21.933333;Moderate;Large;a1900105, coa19j, gen19b, h1900100;200.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Yes;Yes;Yes;Unknown;Medium;Yes;Unknown;Unknown;Yes;Unknown;0.0;7.9;Yes;No;Yes;;38603.0;0.0;64.150000,-21.933333,0.000001
Unknown;"Sea of Japan; North Pacific Ocean";Small;Yes;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub155bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;RUSKA;Yes;3489.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Russia;Russia -- 62530;Unknown;Unknown;Yes;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Yes;Unknown;Yes;Unknown;Unknown;Yes;Unknown;XIII;Unknown;14.0;Slavyanka;Unknown;Unknown;Unknown;Unknown;0.0;Unknown;42.866667;Yes;Unknown;62535.0;Unknown;0.0;Unknown;Unknown;Good;4.9;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;;Unknown;Unknown;Unknown;Sailing Directions Pub. 155 (Enroute) - East Coast of Russia;Unknown;Unknown;Yes;Unknown;131.383333;Unknown;Large;a2360610, coa23g, gen23a;0.0;0.0;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;4.9;Yes;Unknown;Yes;;96041.0;0.0;42.866667,131.383333,0.000001
Yes;"Greenland Sea; Arctic Ocean";Unknown;Unknown;Yes;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub181bk.pdf&type=view;Yes;Coastal (Natural);Unknown;ISSAU;Yes;3494.0;No;Unknown;0.0;Unknown;;Unknown;Unknown;Iceland;Iceland  North Coast -- 200;Yes;Cargo;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;1.2;Unknown;No;Unknown;No;Yes;Unknown;No;Yes;Unknown;I;Unknown;11.0;Saudarkrokur;Unknown;Unknown;Unknown;No;23.2;No;65.75;Unknown;Unknown;250.0;Unknown;0.0;Unknown;Yes;Poor;0.0;Unknown;6.3;No;Unknown;No;Unknown;No;Unknown;Unknown;;Yes;Yes;Unknown;Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland;Unknown;Unknown;Yes;Unknown;-19.666667;Unknown;Unknown;coa19d, gen19b;0.0;0.0;Unknown;Yes;Yes;No;Yes;No;Unknown;No;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;6.4;Unknown;No;Yes;;38670.0;0.0;65.750000,-19.666667,0.000001
Unknown;"East Siberian Sea; Arctic Ocean";Unknown;Unknown;Unknown;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view;Yes;Coastal (Natural);Unknown;RUPWE;Unknown;3498.0;Yes;Unknown;0.0;Unknown;;Unknown;Unknown;Russia;Russia -- 62530;Unknown;Unknown;Yes;;Unknown;Yes;Unknown;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;XXI;Unknown;11.0;Pevek;Unknown;Unknown;Unknown;Unknown;9.4;Unknown;69.716667;Yes;Unknown;62680.0;Unknown;0.0;Unknown;Unknown;Good;4.9;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 183 (Enroute) - North Coast of Russia;Unknown;Unknown;Yes;Unknown;170.3;Limited;Unknown;coa27c, gen27a;0.0;0.0;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Yes;Yes;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;4.9;Yes;Unknown;Yes;;;0.0;69.716667,170.300000,0.000001
Unknown;North Atlantic Ocean;Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub181bk.pdf&type=view;Yes;Coastal (Natural);Unknown;ISSTR;Unknown;3502.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Iceland;Iceland  West Coast -- 60;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;0.0;Unknown;No;Unknown;Unknown;No;Unknown;No;Yes;Unknown;I;Unknown;23.2;Straumsvik;Unknown;Unknown;Unknown;Unknown;0.0;No;64.05;Unknown;Unknown;75.0;Unknown;0.0;Unknown;Yes;Fair;0.0;Unknown;0.0;Unknown;Unknown;No;Unknown;No;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland;Unknown;Unknown;Yes;Unknown;-22.05;Unknown;Unknown;a1900105, coa19j, gen19b, h1900080;0.0;0.0;Unknown;Unknown;Yes;No;Yes;Unknown;Unknown;Unknown;Yes;Unknown;Very Small;Unknown;Unknown;Unknown;Unknown;Unknown;0.0;0.0;Unknown;Unknown;Yes;;38604.0;0.0;64.050000,-22.050000,0.000001
Unknown;North Pacific Ocean;Unknown;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub158bk.pdf&type=view;Unknown;Coastal (Natural);Unknown;;Unknown;3504.0;Unknown;Unknown;0.0;Unknown;;Unknown;Unknown;Russia;Kuril Islands -- 61070;Unknown;Unknown;Unknown;;Unknown;Unknown;Unknown;0.0;Unknown;3.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;XI;Unknown;14.0;Shakotan;Unknown;Unknown;Unknown;Unknown;9.4;Unknown;43.866667;Unknown;Unknown;61090.0;Unknown;0.0;Unknown;Unknown;Good;0.0;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;Sailing Directions Pub. 158 (Enroute) - Japan - Volume I;Unknown;Unknown;Unknown;Unknown;146.833333;Unknown;Unknown;a2461090, coa24m, gen24a;0.0;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Very Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;3.4;Unknown;Unknown;Yes;;;0.0;43.866667,146.833333,0.000001
Yes;"Gulf of Finland; Baltic Sea; North Atlantic Ocean";;No;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;Yes;Coastal (Breakwater);Yes;EEVEB;Yes;3518.0;Yes;Yes;0.0;Yes;;;Yes;Estonia;;No;Cargo;No;;Unknown;Yes;Yes;0.0;Yes;0.0;Yes;Yes;Yes;Yes;Yes;Unknown;No;Yes;No;I;Unknown;0.0;Vene-Balti;No;Unknown;Unknown;Unknown;8.7;Yes;59.45696;Yes;No;28500.0;No;35.0;No;Yes;Fair;10.9;Yes;10.6;Yes;No;No;Yes;No;Yes;Yes;;Yes;Unknown;Yes;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;No;Unknown;Unknown;Unknown;24.65636;Limited;Small;a2228480, coa22v, gen22d, h2228480;200.0;0.0;No;Yes;Yes;No;Yes;Yes;Unknown;Yes;Unknown;Yes;Small;Yes;Yes;No;Yes;Yes;0.0;10.0;Yes;Unknown;No;;44352.0;0.0;59.456960,24.656360,0.000001
Yes;"Gulf of Riga; Baltic Sea; North Atlantic Ocean";Small;No;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub194bk.pdf&type=view;Yes;Coastal (Breakwater);Yes;EEVIR;Yes;3519.0;Yes;No;0.0;No;;;Yes;Estonia;;Unknown;Ferry;No;;No;Yes;No;0.0;No;0.0;No;Yes;No;No;Yes;Unknown;No;Yes;No;I;Unknown;0.0;Virtsu;No;Yes;No;No;6.8;No;58.575016;Yes;No;28540.0;Unknown;20.0;No;Yes;Good;0.0;Unknown;6.5;Unknown;No;No;Yes;No;No;No;;Yes;Unknown;Yes;Sailing Directions Pub. 194 (Enroute) - Baltic Sea (Southern Part);Yes;No;Unknown;Unknown;23.510001;Emergency Only;;coa22r, gen22e;130.0;0.0;No;Yes;Yes;No;No;No;No;Unknown;Unknown;No;Very Small;Yes;No;No;Yes;No;0.0;5.5;Yes;Unknown;No;;802177.0;190.0;58.575016,23.510001,0.000001
Yes;"Gulf of Finland; Baltic Sea; North Atlantic Ocean";;No;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub195bk.pdf&type=view;Yes;Coastal (Breakwater);Yes;EETLL;Yes;3520.0;Yes;No;0.0;Yes;;;Yes;Estonia;Estonia -- 28420;No;Ferry;No;;Yes;Yes;No;0.0;No;0.0;Yes;Yes;No;No;Yes;Unknown;No;Yes;No;I;Unknown;20.1;Vanasadam - Port of Tallinn;Yes;No;Unknown;No;13.0;Yes;59.450128;Yes;No;28480.0;No;50.0;No;Yes;Fair;0.0;Unknown;17.1;Unknown;No;No;Yes;No;No;No;;Yes;Yes;Yes;Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia;Yes;No;Yes;Unknown;24.766676;Emergency Only;;a2228480, coa22v, gen22d, h2228480;340.0;0.0;No;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;Large;Yes;Yes;No;Yes;No;0.0;9.8;Yes;Unknown;No;;44353.0;0.0;59.450128,24.766676,0.000001
Unknown;"White Sea; Barents Sea; Arctic Ocean";Small;Unknown;Unknown;Unknown;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view;Yes;Coastal (Natural);Unknown;;Yes;3521.0;Unknown;Unknown;0.0;Unknown;;Unknown;Yes;Russia;Russia -- 62530;Unknown;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;5.0;Unknown;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;XX;Unknown;6.4;Rabocheostrovsk;Unknown;Yes;Unknown;Unknown;4.9;Unknown;64.991666667;Yes;Unknown;62840.0;Unknown;0.0;Unknown;Unknown;Fair;4.9;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Unknown;"Kyem; Rabocheostrovk";Unknown;Unknown;Yes;Sailing Directions Pub. 183 (Enroute) - North Coast of Russia;Unknown;Unknown;Unknown;Unknown;34.795277778;Limited;Unknown;coa22e, gen22a;0.0;0.0;Unknown;Yes;Yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;9.4;Unknown;Unknown;Yes;;42640.0;0.0;64.991667,34.795278,0.000001
Unknown;"White Sea; Barents Sea; Arctic Ocean";Unknown;Yes;Yes;Yes;https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub183bk.pdf&type=view;Yes;Coastal (Natural);Unknown;RUSEW;Yes;3528.0;Yes;Unknown;0.0;Unknown;;Unknown;Yes;Russia;Russia -- 62530;Yes;Unknown;Unknown;;Unknown;Yes;Unknown;0.0;Unknown;2.0;Unknown;Yes;Yes;Unknown;Yes;Unknown;Unknown;Unknown;Unknown;XX;Unknown;9.4;Severodvinsk;Unknown;Yes;Unknown;Unknown;7.9;Unknown;64.577222222;Yes;Unknown;62810.0;Unknown;0.0;Unknown;Yes;Fair;7.9;Unknown;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Yes;Yes;Molotovsk;Unknown;Unknown;Yes;Sailing Directions Pub. 183 (Enroute) - North Coast of Russia;Unknown;Unknown;Unknown;Unknown;39.773055556;Major;Small;coa22e, gen22a;0.0;0.0;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Yes;Yes;Unknown;Small;Unknown;Unknown;Unknown;Yes;Unknown;0.0;9.4;Yes;Unknown;Yes;;42620.0;0.0;64.577222,39.773056,0.000001
